distance_start_bp	distance_end_bp	UPAL021_R
10850	10900	8.36617289751563
10900	10950	7.668898898588598
10950	11000	7.385264001434232
11000	11050	6.540472993350608
11050	11100	7.058966787788448
11100	11150	7.191784816245224
11150	11200	7.0343336292937275
11200	11250	6.85878329169145
11250	11300	8.068549249827607
11300	11350	8.663068317855931
11350	11400	7.8401752007032
11400	11450	7.443019884246403
11450	11500	6.34604611715646
11500	11550	6.126980542273487
11550	11600	4.925316782465202
11600	11650	5.472381819532584
11650	11700	4.530331192424084
11700	11750	4.52655160307542
11750	11800	3.9665225238562067
11800	11850	3.1807349109512058
11850	11900	2.5674411314792143
11900	11950	2.539828537049112
11950	12000	2.7034204065706717
12000	12050	2.943851716942524
12050	12100	2.8101941898405545
12100	12150	2.798678144415882
12150	12200	7.658748923488756
12200	12250	7.970902151678175
12250	12300	6.4431525295705026
12300	12350	2.6876816408319515
12350	12400	2.6019278944519812
12400	12450	2.3933723223772527
12450	12500	3.2665354802108797
12500	12550	4.28714190925559
12550	12600	5.465739999066729
12600	12650	4.451542350091683
12650	12700	3.6316467286284957
12700	12750	2.2946958445085186
12750	12800	2.429330002728903
12800	12850	2.635526207498805
12850	12900	5.479831342306978
12900	12950	5.811074726080045
12950	13000	2.963464778820453
13000	13050	2.504291672818489
13050	13100	2.2807324198209633
13100	13150	2.380077120447566
13150	13200	2.3533277462407787
13200	13250	2.359014936495683
13250	13300	2.5418990761929994
13300	13350	2.8109934110481163
13350	13400	2.987757281014778
13400	13450	2.798119126970044
13450	13500	2.50104050392126
13500	13550	2.4391685577025735
13550	13600	2.604691409503476
13600	13650	2.749037213195267
13650	13700	2.6377661273123305
13700	13750	3.0244375289904193
13750	13800	3.1454276620053667
13800	13850	2.790973228924369
13850	13900	2.1674316576428727
13900	13950	2.046387576441915
13950	14000	1.991902845092297
14000	14050	1.858341882762552
14050	14100	2.0967666063515797
14100	14150	1.9843872763000365
14150	14200	1.8411297604104937
14200	14250	1.9991060437353259
14250	14300	2.034808348461358
14300	14350	2.0771604242117343
14350	14400	1.7981894052635086
14400	14450	2.2031679105190687
14450	14500	2.6675811822061952
14500	14550	2.8406918854750685
14550	14600	3.0053607686590675
14600	14650	3.0631584196555894
14650	14700	6.072731136146825
14700	14750	7.378490313800331
14750	14800	9.44462086969736
14800	14850	8.192730847306807
14850	14900	7.625601427264234
14900	14950	5.984392248106578
14950	15000	4.331811653443464
