distance_start_bp	distance_end_bp	UPAL021_R
4400	4450	1.2343122146206857
4450	4500	1.2331087297541874
4500	4550	1.2384985061714322
4550	4600	1.244358278300708
4600	4650	1.2529374566799638
4650	4700	1.2479921850717761
4700	4750	1.244368561978136
4750	4800	1.227428927806146
4800	4850	1.221742508448361
4850	4900	1.2196823854354137
4900	4950	1.2282063960124308
4950	5000	1.2233832727645015
5000	5050	1.243059466377064
5050	5100	1.239056616249986
5100	5150	1.2430999197544803
5150	5200	1.2175649479692017
5200	5250	1.2213322974264296
5250	5300	1.2242697573156562
5300	5350	1.2002058443860126
5350	5400	1.1911235177934003
5400	5450	1.1848986310512797
5450	5500	1.2063130722667097
5500	5550	1.1923588112693635
5550	5600	1.1939728788518797
5600	5650	1.1966050788040192
5650	5700	1.198966671123192
5700	5750	1.2037387579467458
5750	5800	1.1985396133546553
5800	5850	1.223036356939781
5850	5900	1.1986820696210612
5900	5950	1.2110147437341185
5950	6000	1.2236326044147352
6000	6050	1.2289384308693592
6050	6100	1.2316589062811154
6100	6150	1.2286440802046041
6150	6200	1.238440240428872
6200	6250	1.2116775870841527
6250	6300	1.2038672316280092
6300	6350	1.2047951371542258
6350	6400	1.195293893318364
6400	6450	1.1894393651464206
6450	6500	1.1794944697764356
6500	6550	1.1701824015573763
6550	6600	1.1845902594674045
6600	6650	1.1782254000188779
6650	6700	1.1648244438875686
6700	6750	1.1638584701173587
6750	6800	1.1626214035817046
6800	6850	1.1466239488933614
6850	6900	1.1321406193813208
6900	6950	1.1543763442419115
6950	7000	1.1763337690309497
7000	7050	1.1938558263178911
7050	7100	1.1833023926543897
7100	7150	1.20241285802026
7150	7200	1.1783815164758578
7200	7250	1.1583728803346403
7250	7300	1.1916014436041904
7300	7350	1.212038162910767
7350	7400	1.1931067388900505
7400	7450	1.1764444434215184
7450	7500	1.1824766389573145
7500	7550	1.1909615391280448
7550	7600	1.174268905780674
7600	7650	1.1373669300339488
7650	7700	1.1450382007797388
7700	7750	1.1994348892393834
7750	7800	1.1843054245246407
7800	7850	1.191562597644468
7850	7900	1.1890845092174853
7900	7950	1.1692228579840795
7950	8000	1.1488755248914628
8000	8050	1.1605941179735226
8050	8100	1.1647747382169915
8100	8150	1.1706843867065027
8150	8200	1.1535644552852062
8200	8250	1.154421218154391
8250	8300	1.169382581589945
8300	8350	1.1538207130255174
8350	8400	1.1372560075704004
8400	8450	1.1307475777616385
8450	8500	1.1022121319294824
8500	8550	1.1358317049133826
8550	8600	1.1305179920461434
8600	8650	1.1103402425334519
8650	8700	1.0882304262668527
8700	8750	1.096479599617962
8750	8800	1.054588992030154
8800	8850	1.093983625048036
8850	8900	1.0944711617751302
8900	8950	1.092816448778394
8950	9000	1.0511408854205095
9000	9050	1.0561113876457462
9050	9100	1.0429683135713184
9100	9150	1.0471738299001996
9150	9200	1.079352492480798
9200	9250	1.0305122495229513
9250	9300	1.062099406947704
9300	9350	1.0694004058667224
9350	9400	1.0702291218570594
9400	9450	1.0539840926268478
9450	9500	1.0341718533968949
9500	9550	0.9845779696606997
9550	9600	0.9891143659724255
9600	9650	0.9922667175547446
9650	9700	0.9746041263687932
9700	9750	0.9468493726282835
9750	9800	0.9658333538346826
9800	9850	0.9916050354028837
9850	9900	0.9654840532264436
9900	9950	0.9884134953519664
9950	10000	0.9774068259961306
10000	10050	0.9613617357198065
10050	10100	0.9672419209612882
10100	10150	0.9664078861196268
10150	10200	0.9890275644537693
10200	10250	0.9972036373999927
10250	10300	0.9658362161724561
10300	10350	0.9744837698833937
10350	10400	0.9636762503301437
10400	10450	0.975533870727034
10450	10500	0.9688381542284797
10500	10550	0.9418155748983937
10550	10600	0.9481204953906917
10600	10650	1.0249851857302263
10650	10700	1.0198095417202697
10700	10750	0.9646542977992798
10750	10800	0.8980306939623173
